instance,p,radius,best_cov,best_dist,time
kroC100.tsp,4,600,65,6245.9541362265045,111.65821433067322
kroC100.tsp,4,700,77,5956.2219888566115,106.13937258720398
kroC100.tsp,4,800,87,6305.78623443801,106.8310489654541
