instance,p,radius,best_cov,best_dist,time
kroA100.tsp,4,600,64,6200.961302334799,118.21759033203125
kroA100.tsp,4,700,77,7169.665024384426,107.63277792930603
kroA100.tsp,4,800,84,6356.107138062265,107.6391031742096
