instancia,abordagem,semente,n_vertices,p,r,iteracao,tempo_acumulado,melhor_cobertura,melhor_distancia
att532.tsp,GRASP com VND,0,532,20,279.0,1,1.8943088054656982,530,7563
att532.tsp,GRASP com VND,0,532,20,279.0,2,4.142017364501953,531,7511
att532.tsp,GRASP com VND,0,532,20,279.0,3,6.310155153274536,531,7511
att532.tsp,GRASP com VND,0,532,20,279.0,4,16.446454763412476,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,5,18.713220596313477,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,6,21.92197585105896,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,7,25.781216382980347,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,8,27.049119472503662,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,9,31.592414617538452,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,10,35.32763361930847,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,11,36.04164004325867,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,12,37.37896203994751,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,13,39.951810121536255,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,14,43.5077908039093,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,15,45.49967575073242,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,16,46.1644229888916,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,17,48.35173940658569,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,18,49.295262813568115,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,19,50.099783420562744,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,20,51.25619649887085,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,21,53.15334129333496,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,22,54.39134955406189,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,23,55.14952373504639,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,24,58.203155517578125,532,7489
att532.tsp,GRASP com VND,0,532,20,279.0,25,59.3820321559906,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,26,61.2303900718689,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,27,69.15695786476135,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,28,71.15173768997192,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,29,72.1579110622406,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,30,72.76237726211548,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,31,74.49438905715942,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,32,78.0504982471466,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,33,80.5123963356018,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,34,83.73870754241943,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,35,84.28280091285706,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,36,86.30597925186157,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,37,89.20660209655762,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,38,90.06123161315918,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,39,93.59969139099121,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,40,94.80868315696716,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,41,95.89679622650146,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,42,97.27044916152954,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,43,98.3365433216095,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,44,100.03631043434143,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,45,101.72926688194275,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,46,102.63379144668579,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,47,103.43496346473694,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,48,106.15682554244995,532,7387
att532.tsp,GRASP com VND,0,532,20,279.0,49,108.62561273574829,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,50,109.61714458465576,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,51,116.02774977684021,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,52,122.90609931945801,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,53,124.50711607933044,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,54,125.28238081932068,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,55,125.99307680130005,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,56,132.1429967880249,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,57,132.783549785614,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,58,134.27054500579834,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,59,135.81749534606934,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,60,145.27089953422546,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,61,151.4137794971466,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,62,152.64521479606628,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,63,158.53869366645813,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,64,160.84855461120605,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,65,162.30275011062622,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,66,172.50996232032776,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,67,182.827552318573,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,68,184.89619398117065,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,69,186.69372057914734,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,70,187.83667039871216,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,71,189.19075179100037,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,72,190.42836737632751,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,73,192.16693758964539,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,74,194.20409059524536,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,75,195.1775221824646,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,76,196.935448884964,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,77,198.24263429641724,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,78,206.97982621192932,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,79,208.91795086860657,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,80,211.91649174690247,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,81,212.75365281105042,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,82,214.58197617530823,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,83,220.52632546424866,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,84,222.9245526790619,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,85,228.99796772003174,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,86,229.97380828857422,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,87,236.31090784072876,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,88,240.03095936775208,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,89,241.35490822792053,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,90,242.26543974876404,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,91,245.03379678726196,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,92,247.45541262626648,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,93,248.32006692886353,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,94,249.52608466148376,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,95,250.31159353256226,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,96,255.86059737205505,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,97,259.38377833366394,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,98,261.28444385528564,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,99,263.2167308330536,532,7315
att532.tsp,GRASP com VND,0,532,20,279.0,100,268.4724245071411,532,7315
att532.tsp,GRASP com VND,1,532,20,279.0,1,1.1295266151428223,531,7265
att532.tsp,GRASP com VND,1,532,20,279.0,2,2.7787768840789795,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,3,4.0610198974609375,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,4,5.640932083129883,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,5,6.2903454303741455,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,6,8.25575876235962,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,7,9.357454538345337,532,7542
att532.tsp,GRASP com VND,1,532,20,279.0,8,10.407289981842041,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,9,18.197622060775757,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,10,18.858384609222412,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,11,20.340258836746216,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,12,20.913750171661377,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,13,21.97096014022827,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,14,31.248494863510132,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,15,32.08815360069275,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,16,33.030972480773926,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,17,33.96787118911743,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,18,34.88745141029358,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,19,35.71180200576782,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,20,40.90670371055603,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,21,41.54995512962341,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,22,42.746840715408325,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,23,43.19839644432068,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,24,45.141008615493774,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,25,46.357595920562744,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,26,47.70878553390503,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,27,49.92032551765442,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,28,51.59472990036011,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,29,52.59206795692444,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,30,53.89898657798767,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,31,55.403876066207886,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,32,56.02741003036499,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,33,56.790417194366455,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,34,59.235119104385376,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,35,59.78428244590759,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,36,60.80560374259949,532,7458
att532.tsp,GRASP com VND,1,532,20,279.0,37,62.4977388381958,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,38,63.23802590370178,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,39,71.43535614013672,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,40,72.36915850639343,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,41,73.1802773475647,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,42,74.78438425064087,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,43,76.83261823654175,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,44,78.63144111633301,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,45,79.81740021705627,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,46,85.37391114234924,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,47,86.46806836128235,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,48,88.03908562660217,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,49,89.84651732444763,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,50,91.03982639312744,532,7405
att532.tsp,GRASP com VND,1,532,20,279.0,51,92.4644627571106,532,7382
att532.tsp,GRASP com VND,1,532,20,279.0,52,96.12360382080078,532,7382
att532.tsp,GRASP com VND,1,532,20,279.0,53,102.52070927619934,532,7382
att532.tsp,GRASP com VND,1,532,20,279.0,54,107.71908569335938,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,55,108.70538640022278,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,56,109.32946038246155,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,57,110.61183047294617,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,58,111.43052101135254,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,59,112.28993010520935,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,60,113.86990141868591,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,61,115.95570540428162,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,62,116.9719831943512,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,63,118.04060482978821,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,64,120.58611512184143,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,65,121.34824252128601,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,66,122.42554235458374,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,67,124.42861747741699,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,68,125.56503009796143,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,69,127.20693564414978,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,70,128.53640627861023,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,71,135.03931879997253,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,72,137.70317935943604,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,73,138.60078263282776,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,74,140.6875319480896,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,75,141.9636209011078,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,76,143.5317862033844,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,77,144.2215540409088,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,78,145.8479506969452,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,79,146.32072615623474,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,80,149.27224469184875,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,81,150.34960794448853,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,82,152.00946736335754,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,83,157.01596426963806,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,84,159.585791349411,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,85,161.89183831214905,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,86,162.45169949531555,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,87,163.00388646125793,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,88,163.88282251358032,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,89,165.1394510269165,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,90,166.26888346672058,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,91,168.1111035346985,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,92,169.0899682044983,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,93,169.8607234954834,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,94,173.8611352443695,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,95,175.3253960609436,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,96,176.3203194141388,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,97,177.62308311462402,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,98,178.14293098449707,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,99,179.00579690933228,532,7343
att532.tsp,GRASP com VND,1,532,20,279.0,100,180.8564326763153,532,7343
att532.tsp,GRASP com VND,2,532,20,279.0,1,3.7847201824188232,532,7808
att532.tsp,GRASP com VND,2,532,20,279.0,2,7.300674676895142,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,3,9.273037195205688,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,4,12.36615538597107,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,5,14.002434968948364,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,6,14.98846983909607,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,7,17.900395393371582,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,8,26.435146808624268,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,9,28.857653856277466,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,10,31.18199610710144,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,11,38.990023612976074,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,12,39.88674187660217,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,13,40.538387060165405,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,14,41.87849736213684,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,15,45.22979378700256,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,16,45.78629779815674,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,17,47.41205644607544,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,18,47.99528503417969,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,19,49.58660554885864,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,20,50.810144662857056,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,21,51.75162696838379,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,22,52.78700113296509,532,7318
att532.tsp,GRASP com VND,2,532,20,279.0,23,55.994492530822754,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,24,61.47949171066284,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,25,65.61990666389465,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,26,66.69227123260498,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,27,67.7050940990448,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,28,68.40646195411682,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,29,72.76858353614807,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,30,73.63651633262634,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,31,74.64171409606934,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,32,76.30616068840027,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,33,77.07428002357483,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,34,77.76829266548157,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,35,82.16267919540405,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,36,84.0222237110138,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,37,84.8599579334259,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,38,85.80229187011719,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,39,93.2150251865387,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,40,99.25903034210205,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,41,99.94780850410461,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,42,103.47137975692749,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,43,108.82314229011536,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,44,109.73441696166992,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,45,111.25876665115356,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,46,116.90542554855347,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,47,119.1309106349945,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,48,120.22956895828247,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,49,123.85596489906311,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,50,133.66603755950928,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,51,135.01200318336487,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,52,138.08003997802734,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,53,139.16488313674927,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,54,139.7616081237793,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,55,145.88903141021729,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,56,146.7089400291443,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,57,149.09889602661133,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,58,150.05867505073547,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,59,158.07706475257874,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,60,165.9311192035675,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,61,166.81082558631897,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,62,167.3464515209198,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,63,168.1904013156891,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,64,169.19168758392334,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,65,170.5952320098877,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,66,172.04160118103027,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,67,173.1619849205017,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,68,173.81725645065308,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,69,174.49494004249573,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,70,175.29061937332153,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,71,176.0702669620514,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,72,176.96509337425232,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,73,178.88161325454712,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,74,184.25188183784485,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,75,184.9143669605255,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,76,186.25259971618652,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,77,187.0871980190277,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,78,193.0404932498932,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,79,194.66342568397522,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,80,195.22340393066406,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,81,196.0004584789276,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,82,197.88642263412476,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,83,199.33661890029907,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,84,200.63496613502502,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,85,201.67925596237183,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,86,203.09086155891418,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,87,206.64360404014587,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,88,207.1648712158203,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,89,216.43218183517456,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,90,217.171080827713,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,91,218.03643774986267,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,92,220.1332082748413,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,93,221.37399768829346,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,94,224.17321801185608,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,95,225.94009065628052,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,96,227.89457297325134,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,97,229.20175457000732,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,98,230.298565864563,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,99,231.47538995742798,532,7312
att532.tsp,GRASP com VND,2,532,20,279.0,100,232.3294084072113,532,7312
att532.tsp,GRASP com VND,3,532,20,279.0,1,0.7472653388977051,530,7392
att532.tsp,GRASP com VND,3,532,20,279.0,2,3.275057554244995,531,7583
att532.tsp,GRASP com VND,3,532,20,279.0,3,4.579489707946777,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,4,8.416775941848755,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,5,9.396188020706177,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,6,19.53791308403015,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,7,23.345447301864624,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,8,25.672996997833252,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,9,29.286641120910645,532,7412
att532.tsp,GRASP com VND,3,532,20,279.0,10,35.91875720024109,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,11,38.08341836929321,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,12,39.79711151123047,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,13,43.21284770965576,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,14,44.96069669723511,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,15,47.499945402145386,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,16,48.35974335670471,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,17,49.617544412612915,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,18,52.29716157913208,532,7272
att532.tsp,GRASP com VND,3,532,20,279.0,19,54.832823514938354,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,20,55.92396283149719,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,21,57.186474561691284,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,22,59.21513819694519,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,23,60.770981550216675,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,24,61.71728563308716,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,25,62.63801670074463,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,26,63.57601046562195,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,27,69.0024573802948,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,28,72.1240303516388,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,29,73.11701440811157,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,30,74.1900064945221,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,31,77.28180003166199,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,32,80.58713388442993,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,33,82.12656593322754,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,34,94.33617305755615,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,35,96.36230683326721,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,36,97.23489236831665,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,37,98.42364525794983,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,38,99.41451644897461,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,39,100.41822743415833,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,40,101.0877435207367,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,41,101.52127861976624,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,42,102.21516060829163,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,43,102.90643191337585,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,44,105.60033512115479,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,45,106.9839997291565,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,46,108.2719612121582,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,47,108.90523648262024,532,7164
att532.tsp,GRASP com VND,3,532,20,279.0,48,109.65248107910156,532,7164
