instance,p,radius,alpha,final_dist,final_cov,final_obj,vns_time,time_best_found,iter_best_found,init_dist,init_cov
kroB100.tsp,4,600,0.001,7016.009675010594,65,-57.91899032498941,32.01265025138855,2.4119887351989746,1,6954.457629166052,64
kroB100.tsp,4,600,0.01,2992.038868073135,49,-18.58961131926865,36.27935814857483,1.627021074295044,1,6954.457629166052,64
kroB100.tsp,4,600,0.1,457.698976683565,16,31.3698976683565,46.38698697090149,16.718682527542114,3,6954.457629166052,64
kroB100.tsp,4,700,0.001,7412.914432279523,80,-72.50708556772048,32.469881534576416,0.7608802318572998,1,7416.184087254507,76
kroB100.tsp,4,700,0.01,2493.4431764559868,56,-30.50556823544013,33.53297257423401,1.080261468887329,1,7416.184087254507,76
kroB100.tsp,4,700,0.1,457.698976683565,17,30.4698976683565,39.82505512237549,16.422613620758057,4,7416.184087254507,76
kroB100.tsp,4,800,0.001,5804.2784114461365,87,-81.10872158855386,30.98516011238098,0.7466130256652832,1,6346.101185581931,87
kroB100.tsp,4,800,0.01,2134.527132697,58,-36.07472867303,32.641838788986206,1.0323617458343506,1,6346.101185581931,87
kroB100.tsp,4,800,0.1,517.148555196449,29,25.614855519644905,35.530444860458374,2.0983307361602783,1,6346.101185581931,87
kroB100.tsp,6,600,0.001,7717.840771262276,83,-75.19915922873773,156.17252159118652,7.703629016876221,1,8188.499574874935,82
kroB100.tsp,6,600,0.01,2682.5001686426094,46,-18.714998313573904,195.63934516906738,32.48726558685303,1,8188.499574874935,82
kroB100.tsp,6,600,0.1,732.8448640565249,18,57.084486405652484,229.91751146316528,133.86485075950623,6,8188.499574874935,82
kroB100.tsp,6,700,0.001,7749.461849234954,95,-87.15553815076505,160.5828025341034,2.096278190612793,1,7519.955547444282,92
kroB100.tsp,6,700,0.01,2497.5644530237278,56,-30.46435546976272,193.9149112701416,59.37792754173279,3,7519.955547444282,92
kroB100.tsp,6,700,0.1,732.8448640565248,19,56.184486405652486,218.5790252685547,25.0133535861969,1,7519.955547444282,92
kroB100.tsp,6,800,0.001,6911.345847756034,99,-91.98965415224396,162.5104684829712,7.870159864425659,1,7029.656080001974,96
kroB100.tsp,6,800,0.01,2258.5967837169005,59,-35.82403216283099,196.28931140899658,47.82798886299133,2,7029.656080001974,96
kroB100.tsp,6,800,0.1,732.8448640565249,20,55.28448640565249,201.68969178199768,27.73223876953125,1,7029.656080001974,96
kroB100.tsp,8,600,0.001,8464.25185143189,95,-86.4407481485681,400.8847312927246,74.91768479347229,2,8543.74081998319,90
kroB100.tsp,8,600,0.01,2699.383160180358,46,-18.546168398196418,379.4094331264496,249.6497929096222,5,8543.74081998319,90
kroB100.tsp,8,600,0.1,1292.3571739809129,26,105.83571739809128,404.95478343963623,67.64707088470459,1,8543.74081998319,90
kroB100.tsp,8,700,0.001,8190.745449357869,100,-91.70925455064213,343.1913802623749,47.09591341018677,1,8608.827136935384,98
kroB100.tsp,8,700,0.01,2519.8228423449755,56,-30.241771576550242,435.75739431381226,415.05911016464233,10,8608.827136935384,98
kroB100.tsp,8,700,0.1,1292.3571739809129,31,101.33571739809128,504.0942268371582,376.33390069007874,5,8608.827136935384,98
kroB100.tsp,8,800,0.001,6998.334587203466,100,-92.90166541279655,412.4474878311157,8.6248939037323,1,8669.67313024364,100
kroB100.tsp,8,800,0.01,5789.899606202475,94,-35.161003937975245,255.49331331253052,9.773153066635132,1,8669.67313024364,100
kroB100.tsp,8,800,0.1,1292.357173980913,33,99.53571739809131,333.7209882736206,75.73215699195862,1,8669.67313024364,100
