instance,p,radius,final_dist,final_cov,vns_time,time_best_found,iter_best_found,init_dist,init_cov
kroA200.tsp,4,600,6980.517064516803,127,146.07479095458984,0.0,0,6980.517064516803,127
kroA200.tsp,4,700,6503.980342651507,149,220.6598825454712,0.0,0,6503.980342651507,149
kroA200.tsp,4,800,6726.4977917264005,171,171.86242008209229,9.729346990585327,1,5952.072288523369,161
kroA200.tsp,6,600,7506.066272557674,170,635.5114917755127,28.339791297912598,1,7220.4801996404685,161
kroA200.tsp,6,700,7562.280876459609,186,632.4093494415283,126.80721473693848,5,8026.610543894269,178
kroA200.tsp,6,800,7943.693545037139,198,586.4896473884583,3.191092014312744,1,7284.09675707648,186
kroA200.tsp,8,600,8903.378474399386,191,1562.7895879745483,109.33523726463318,1,7956.937550518325,180
kroA200.tsp,8,700,8744.026211084316,200,1409.0703837871552,62.56524324417114,1,9641.955674402869,193
kroA200.tsp,8,800,8105.722123613757,200,1099.0034201145172,2.8035593032836914,1,8690.279898074268,199
