instance,p,radius,final_dist,final_cov,vns_time,time_best_found,iter_best_found,init_dist,init_cov
kroD100.tsp,4,600,7270.901785872587,66,34.44567131996155,0.0,0,7270.901785872587,66
kroD100.tsp,4,700,5976.302634508239,78,38.51055121421814,5.4892494678497314,3,5789.490397934329,75
kroD100.tsp,4,800,5975.530244129895,87,36.48413968086243,3.650179386138916,2,5338.394892622437,80
kroD100.tsp,6,600,7817.6041789227775,86,141.0510973930359,0.0,0,7817.6041789227775,86
kroD100.tsp,6,700,7326.135493899449,95,152.42634057998657,6.246993780136108,1,7675.369934744011,89
kroD100.tsp,6,800,8077.968901060894,100,131.84386920928955,50.3149790763855,11,7000.610113331848,93
kroD100.tsp,8,600,8842.342031848464,97,353.6053431034088,5.3353517055511475,1,8893.79634963111,96
kroD100.tsp,8,700,8715.79562926236,100,291.33647418022156,2.0645687580108643,1,8687.556926259604,96
kroD100.tsp,8,800,8658.929006034967,100,261.6970672607422,2.356058120727539,1,8482.424494812634,98
