instance,p,radius,final_dist,final_cov,vns_time,time_best_found,iter_best_found,init_dist,init_cov
instancias/kroB200.tsp,4,600,6124.064663911222,121,5.815976142883301,0.4856224060058594,6,6531.879377093672,119
instancias/kroB200.tsp,4,700,6787.090696216487,152,5.331812620162964,0.26053595542907715,2,6411.755841467523,147
instancias/kroB200.tsp,4,800,6059.944020659916,172,6.766396760940552,0.0537409782409668,1,5524.306924400561,163
instancias/kroB200.tsp,6,600,7109.510090125944,166,25.052724361419678,6.11515474319458,19,8495.209928564122,160
instancias/kroB200.tsp,6,700,7273.840665535158,193,27.63933515548706,1.7085983753204346,2,7600.023479499561,179
instancias/kroB200.tsp,6,800,6978.671589859667,200,31.580947399139404,0.7757861614227295,1,6404.23144228213,187
instancias/kroB200.tsp,8,600,8045.881520635423,193,57.414263010025024,1.0101954936981201,1,8277.640177666246,187
instancias/kroB200.tsp,8,700,7930.963304969138,200,72.12746858596802,6.575848340988159,5,8415.44110681726,196
instancias/kroB200.tsp,8,800,6914.3187672338,200,94.37375450134277,1.4676926136016846,1,8195.634060607796,199
